"dep";"sexe";"jour";"hosp";"rea";"rad";"dc"
"33";"1";2020-04-18;244;60;244;40
"33";"2";2020-04-18;239;25;239;46
"34";"0";2020-04-18;464;47;464;90
"34";"1";2020-04-18;227;34;227;52
"34";"2";2020-04-18;234;12;234;38
"35";"0";2020-04-18;204;28;204;56
"35";"1";2020-04-18;121;19;121;31
"35";"2";2020-04-18;81;7;81;25
"36";"0";2020-04-18;38;9;38;41
"36";"1";2020-04-18;17;4;17;26
"36";"2";2020-04-18;21;5;21;15
"37";"0";2020-04-18;151;42;151;48
"37";"1";2020-04-18;80;33;80;33
"37";"2";2020-04-18;70;8;70;15
"38";"0";2020-04-18;291;39;291;65
"38";"1";2020-04-18;142;27;142;38
"38";"2";2020-04-18;147;12;147;27
"39";"0";2020-04-18;94;14;94;37
"39";"1";2020-04-18;46;10;46;18
"39";"2";2020-04-18;48;3;48;19
"40";"0";2020-04-18;35;6;35;10
"40";"1";2020-04-18;20;4;20;6
"40";"2";2020-04-18;15;2;15;4
"41";"0";2020-04-18;78;17;78;31
"41";"1";2020-04-18;42;12;42;22
"41";"2";2020-04-18;36;5;36;9
"42";"0";2020-04-18;445;93;445;139
"42";"1";2020-04-18;238;76;238;97
"42";"2";2020-04-18;201;16;201;42
"43";"0";2020-04-18;62;3;62;6
"43";"1";2020-04-18;23;3;23;4
"43";"2";2020-04-18;39;0;39;2
"44";"0";2020-04-18;293;45;293;92
"44";"1";2020-04-18;163;37;163;51
"44";"2";2020-04-18;129;8;129;40
"45";"0";2020-04-18;307;71;307;53
"45";"1";2020-04-18;157;54;157;34
"45";"2";2020-04-18;150;17;150;19
"46";"0";2020-04-18;90;7;90;7
"46";"1";2020-04-18;33;4;33;2
"46";"2";2020-04-18;57;3;57;5
"47";"0";2020-04-18;32;4;32;5
"47";"1";2020-04-18;17;4;17;5
"47";"2";2020-04-18;14;0;14;0
"48";"0";2020-04-18;12;1;12;0
"48";"1";2020-04-18;8;1;8;0
"48";"2";2020-04-18;4;0;4;0
"49";"0";2020-04-18;306;38;306;73
"49";"1";2020-04-18;146;28;146;42
"49";"2";2020-04-18;160;10;160;31
"50";"0";2020-04-18;69;15;69;30
"50";"1";2020-04-18;35;12;35;14
"50";"2";2020-04-18;32;3;32;16
"51";"0";2020-04-18;548;48;548;175
"51";"1";2020-04-18;252;36;252;106
"51";"2";2020-04-18;289;12;289;67
"52";"0";2020-04-18;109;23;109;48
"52";"1";2020-04-18;64;11;64;21
"52";"2";2020-04-18;45;12;45;27
"53";"0";2020-04-18;56;11;56;26
"53";"1";2020-04-18;30;8;30;13
"53";"2";2020-04-18;26;3;26;13
"54";"0";2020-04-18;554;118;554;220
"54";"1";2020-04-18;264;83;264;129
"54";"2";2020-04-18;270;30;270;89
"55";"0";2020-04-18;229;18;229;66
"55";"1";2020-04-18;118;16;118;38
"55";"2";2020-04-18;111;2;111;28
"56";"0";2020-04-18;235;26;235;72
"56";"1";2020-04-18;129;22;129;45
"56";"2";2020-04-18;106;4;106;27
"57";"0";2020-04-18;1117;150;1117;560
"57";"1";2020-04-18;572;105;572;320
"57";"2";2020-04-18;540;45;540;236
"58";"0";2020-04-18;28;11;28;14
"58";"1";2020-04-18;9;8;9;8
"58";"2";2020-04-18;19;3;19;6
"59";"0";2020-04-18;955;234;955;355
"59";"1";2020-04-18;505;171;505;189
"59";"2";2020-04-18;447;62;447;163
"60";"0";2020-04-18;546;65;546;261
"60";"1";2020-04-18;294;45;294;153
"60";"2";2020-04-18;247;19;247;107
"61";"0";2020-04-18;127;13;127;23
"61";"1";2020-04-18;46;11;46;16
"61";"2";2020-04-18;81;2;81;7
"62";"0";2020-04-18;527;82;527;148
"62";"1";2020-04-18;267;63;267;89
"62";"2";2020-04-18;255;18;255;59
"63";"0";2020-04-18;95;22;95;24
"63";"1";2020-04-18;50;16;50;13
"63";"2";2020-04-18;45;6;45;11
"64";"0";2020-04-18;124;13;124;20
"64";"1";2020-04-18;66;10;66;14
"64";"2";2020-04-18;58;3;58;6
"65";"0";2020-04-18;68;4;68;14
"65";"1";2020-04-18;38;3;38;5
"65";"2";2020-04-18;29;1;29;9
"66";"0";2020-04-18;236;14;236;24
"66";"1";2020-04-18;96;12;96;11
"66";"2";2020-04-18;140;2;140;13
"67";"0";2020-04-18;1311;206;1311;424
"67";"1";2020-04-18;729;141;729;248
"67";"2";2020-04-18;576;64;576;173
"68";"0";2020-04-18;1525;126;1525;632
"68";"1";2020-04-18;820;81;820;386
"68";"2";2020-04-18;704;45;704;241
"69";"0";2020-04-18;1358;227;1358;390
"69";"1";2020-04-18;669;173;669;215
"69";"2";2020-04-18;656;54;656;165
"70";"0";2020-04-18;130;17;130;58
"70";"1";2020-04-18;70;11;70;36
"70";"2";2020-04-18;59;6;59;22
"71";"0";2020-04-18;316;29;316;116
"71";"1";2020-04-18;148;24;148;59
"71";"2";2020-04-18;166;5;166;57
"72";"0";2020-04-18;180;17;180;36
"72";"1";2020-04-18;95;11;95;21
"72";"2";2020-04-18;85;6;85;15
"73";"0";2020-04-18;254;18;254;32
"73";"1";2020-04-18;123;14;123;22
"73";"2";2020-04-18;130;4;130;10
"74";"0";2020-04-18;492;54;492;105
"74";"1";2020-04-18;277;44;277;62
"74";"2";2020-04-18;208;9;208;43
"75";"0";2020-04-18;2927;685;2927;1160
"75";"1";2020-04-18;1738;508;1738;738
"75";"2";2020-04-18;1164;173;1164;412
"76";"0";2020-04-18;392;78;392;115
"76";"1";2020-04-18;184;54;184;78
"76";"2";2020-04-18;206;23;206;35
"77";"0";2020-04-18;1248;175;1248;351
"77";"1";2020-04-18;725;121;725;205
"77";"2";2020-04-18;509;53;509;146
"78";"0";2020-04-18;1104;140;1104;334
"78";"1";2020-04-18;630;106;630;200
"78";"2";2020-04-18;469;32;469;131
"79";"0";2020-04-18;30;5;30;12
"79";"1";2020-04-18;12;2;12;7
"79";"2";2020-04-18;18;3;18;5
"80";"0";2020-04-18;361;54;361;145
"80";"1";2020-04-18;186;41;186;91
"80";"2";2020-04-18;168;13;168;53
"81";"0";2020-04-18;58;15;58;15
"81";"1";2020-04-18;31;11;31;7
"81";"2";2020-04-18;27;4;27;8
"82";"0";2020-04-18;26;8;26;3
"82";"1";2020-04-18;15;6;15;3
"82";"2";2020-04-18;11;2;11;0
"83";"0";2020-04-18;452;45;452;83
"83";"1";2020-04-18;249;32;249;46
"83";"2";2020-04-18;202;13;202;36
"84";"0";2020-04-18;141;17;141;24
"84";"1";2020-04-18;71;13;71;14
"84";"2";2020-04-18;70;4;70;10
"85";"0";2020-04-18;104;14;104;24
"85";"1";2020-04-18;59;9;59;17
"85";"2";2020-04-18;45;5;45;7
"86";"0";2020-04-18;71;18;71;25
"86";"1";2020-04-18;34;13;34;12
"86";"2";2020-04-18;37;4;37;12
"87";"0";2020-04-18;68;11;68;16
"87";"1";2020-04-18;33;7;33;7
"87";"2";2020-04-18;34;4;34;9
"88";"0";2020-04-18;328;26;328;191
"88";"1";2020-04-18;174;18;174;111
"88";"2";2020-04-18;152;8;152;80
"89";"0";2020-04-18;113;19;113;37
"89";"1";2020-04-18;61;18;61;23
"89";"2";2020-04-18;51;1;51;14
"90";"0";2020-04-18;306;29;306;130
"90";"1";2020-04-18;182;25;182;78
"90";"2";2020-04-18;124;4;124;52
"91";"0";2020-04-18;824;182;824;305
"91";"1";2020-04-18;498;122;498;184
"91";"2";2020-04-18;321;55;321;119
"92";"0";2020-04-18;2004;390;2004;662
"92";"1";2020-04-18;1161;294;1161;384
"92";"2";2020-04-18;833;93;833;274
"93";"0";2020-04-18;1544;222;1544;680
"93";"1";2020-04-18;919;157;919;423
"93";"2";2020-04-18;611;59;611;251
"94";"0";2020-04-18;1554;336;1554;722
"94";"1";2020-04-18;878;242;878;407
"94";"2";2020-04-18;658;93;658;299
"95";"0";2020-04-18;1350;163;1350;450
"95";"1";2020-04-18;787;116;787;289
"95";"2";2020-04-18;557;46;557;159
"971";"0";2020-04-18;61;17;61;11
"971";"1";2020-04-18;28;12;28;5
"971";"2";2020-04-18;33;5;33;6
"972";"0";2020-04-18;60;14;60;7
"972";"1";2020-04-18;31;12;31;5
"972";"2";2020-04-18;29;2;29;2
"973";"0";2020-04-18;25;2;25;0
"973";"1";2020-04-18;13;1;13;0
"973";"2";2020-04-18;12;1;12;0
"974";"0";2020-04-18;89;2;89;0
"974";"1";2020-04-18;41;2;41;0
"974";"2";2020-04-18;48;0;48;0
"976";"0";2020-04-18;41;5;41;4
"976";"1";2020-04-18;24;5;24;4
"976";"2";2020-04-18;17;0;17;0
"01";"0";2020-04-19;183;24;183;60
"01";"1";2020-04-19;106;17;106;35
"01";"2";2020-04-19;71;6;71;24
"02";"0";2020-04-19;356;41;356;169
"02";"1";2020-04-19;158;27;158;100
"02";"2";2020-04-19;196;14;196;67
"03";"0";2020-04-19;90;18;90;22
"03";"1";2020-04-19;40;13;40;11
"03";"2";2020-04-19;49;5;49;11
"04";"0";2020-04-19;78;3;78;6
"04";"1";2020-04-19;34;1;34;5
"04";"2";2020-04-19;44;2;44;1
"05";"0";2020-04-19;85;9;85;6
"05";"1";2020-04-19;50;6;50;2
"05";"2";2020-04-19;35;3;35;4
"06";"0";2020-04-19;328;55;328;98
"06";"1";2020-04-19;157;37;157;54
"06";"2";2020-04-19;162;12;162;42
"07";"0";2020-04-19;223;23;223;49
"07";"1";2020-04-19;90;19;90;31
"07";"2";2020-04-19;110;2;110;13
"08";"0";2020-04-19;95;16;95;35
"08";"1";2020-04-19;49;10;49;17
"08";"2";2020-04-19;45;6;45;18
"09";"0";2020-04-19;20;2;20;2
"09";"1";2020-04-19;12;1;12;1
"09";"2";2020-04-19;7;1;7;1
"10";"0";2020-04-19;244;27;244;76
"10";"1";2020-04-19;135;20;135;49
"10";"2";2020-04-19;108;7;108;26
"11";"0";2020-04-19;126;9;126;42
"11";"1";2020-04-19;69;8;69;31
"11";"2";2020-04-19;57;1;57;11
"12";"0";2020-04-19;71;4;71;19
"12";"1";2020-04-19;37;3;37;10
"12";"2";2020-04-19;34;1;34;9
"13";"0";2020-04-19;1679;218;1679;251
"13";"1";2020-04-19;842;153;842;131
"13";"2";2020-04-19;803;62;803;117
"14";"0";2020-04-19;133;36;133;50
"14";"1";2020-04-19;79;26;79;36
"14";"2";2020-04-19;54;10;54;14
"15";"0";2020-04-19;20;6;20;0
"15";"1";2020-04-19;12;5;12;0
"15";"2";2020-04-19;8;1;8;0
"16";"0";2020-04-19;34;3;34;9
"16";"1";2020-04-19;20;2;20;6
"16";"2";2020-04-19;14;0;14;3
"17";"0";2020-04-19;71;19;71;29
"17";"1";2020-04-19;39;17;39;18
"17";"2";2020-04-19;32;2;32;11
"18";"0";2020-04-19;49;4;49;42
"18";"1";2020-04-19;26;4;26;24
"18";"2";2020-04-19;23;0;23;18
"19";"0";2020-04-19;47;11;47;20
"19";"1";2020-04-19;25;8;25;18
"19";"2";2020-04-19;22;2;22;2
"21";"0";2020-04-19;499;66;499;165
"21";"1";2020-04-19;227;40;227;99
"21";"2";2020-04-19;269;26;269;66
"22";"0";2020-04-19;90;7;90;23
"22";"1";2020-04-19;45;5;45;14
"22";"2";2020-04-19;45;2;45;9
"23";"0";2020-04-19;12;12;12;5
"23";"1";2020-04-19;7;7;7;3
"23";"2";2020-04-19;5;5;5;2
"24";"0";2020-04-19;40;6;40;6
"24";"1";2020-04-19;23;3;23;2
"24";"2";2020-04-19;17;3;17;4
"25";"0";2020-04-19;339;53;339;94
"25";"1";2020-04-19;175;39;175;56
"25";"2";2020-04-19;162;12;162;37
"26";"0";2020-04-19;289;48;289;101
"26";"1";2020-04-19;157;34;157;59
"26";"2";2020-04-19;132;12;132;42
"27";"0";2020-04-19;69;6;69;50
"27";"1";2020-04-19;33;6;33;28
"27";"2";2020-04-19;35;0;35;22
"28";"0";2020-04-19;234;23;234;63
"28";"1";2020-04-19;118;18;118;35
"28";"2";2020-04-19;104;4;104;27
"29";"0";2020-04-19;105;26;105;30
"29";"1";2020-04-19;60;19;60;19
"29";"2";2020-04-19;44;7;44;10
"2A";"0";2020-04-19;70;10;70;39
"2A";"1";2020-04-19;31;8;31;25
"2A";"2";2020-04-19;39;2;39;14
"2B";"0";2020-04-19;80;2;80;5
"2B";"1";2020-04-19;41;1;41;3
"2B";"2";2020-04-19;39;1;39;2
"30";"0";2020-04-19;136;37;136;31
"30";"1";2020-04-19;77;27;77;18
"30";"2";2020-04-19;59;10;59;13
"31";"0";2020-04-19;355;90;355;36
"31";"1";2020-04-19;187;76;187;24
"31";"2";2020-04-19;166;13;166;12
"32";"0";2020-04-19;23;3;23;11
"32";"1";2020-04-19;16;2;16;7
"32";"2";2020-04-19;7;1;7;4
"33";"0";2020-04-19;493;88;493;88
"33";"1";2020-04-19;248;62;248;42
"33";"2";2020-04-19;244;26;244;46
"34";"0";2020-04-19;463;49;463;90
"34";"1";2020-04-19;227;36;227;52
"34";"2";2020-04-19;233;12;233;38
"35";"0";2020-04-19;210;28;210;59
"35";"1";2020-04-19;123;20;123;31
"35";"2";2020-04-19;85;6;85;28
"36";"0";2020-04-19;38;9;38;44
"36";"1";2020-04-19;17;4;17;27
"36";"2";2020-04-19;21;5;21;17
"37";"0";2020-04-19;156;42;156;49
"37";"1";2020-04-19;84;33;84;33
"37";"2";2020-04-19;71;8;71;16
"38";"0";2020-04-19;296;35;296;68
"38";"1";2020-04-19;144;22;144;40
"38";"2";2020-04-19;150;13;150;28
"39";"0";2020-04-19;97;14;97;37
"39";"1";2020-04-19;47;10;47;18
"39";"2";2020-04-19;50;3;50;19
"40";"0";2020-04-19;35;6;35;10
"40";"1";2020-04-19;20;4;20;6
"40";"2";2020-04-19;15;2;15;4
"41";"0";2020-04-19;78;17;78;31
"41";"1";2020-04-19;42;12;42;22
"41";"2";2020-04-19;36;5;36;9
"42";"0";2020-04-19;452;96;452;140
"42";"1";2020-04-19;240;76;240;98
"42";"2";2020-04-19;206;18;206;42
"43";"0";2020-04-19;62;3;62;6
"43";"1";2020-04-19;23;3;23;4
"43";"2";2020-04-19;39;0;39;2
"44";"0";2020-04-19;294;45;294;95
"44";"1";2020-04-19;164;37;164;53
"44";"2";2020-04-19;129;8;129;41
"45";"0";2020-04-19;312;74;312;55
"45";"1";2020-04-19;160;58;160;34
"45";"2";2020-04-19;152;16;152;21
"46";"0";2020-04-19;92;7;92;8
"46";"1";2020-04-19;34;4;34;2
"46";"2";2020-04-19;58;3;58;6
"47";"0";2020-04-19;33;4;33;5
"47";"1";2020-04-19;17;4;17;5
"47";"2";2020-04-19;15;0;15;0
"48";"0";2020-04-19;12;1;12;0
"48";"1";2020-04-19;8;1;8;0
"48";"2";2020-04-19;4;0;4;0
"49";"0";2020-04-19;310;38;310;75
"49";"1";2020-04-19;148;29;148;42
"49";"2";2020-04-19;162;9;162;33
"50";"0";2020-04-19;69;16;69;30
"50";"1";2020-04-19;35;14;35;14
"50";"2";2020-04-19;32;2;32;16
"51";"0";2020-04-19;550;49;550;175
"51";"1";2020-04-19;253;37;253;106
"51";"2";2020-04-19;290;12;290;67
"52";"0";2020-04-19;110;23;110;49
"52";"1";2020-04-19;64;11;64;22
"52";"2";2020-04-19;46;12;46;27
"53";"0";2020-04-19;57;10;57;26
"53";"1";2020-04-19;30;7;30;13
"53";"2";2020-04-19;27;3;27;13
"54";"0";2020-04-19;561;112;561;225
"54";"1";2020-04-19;267;80;267;133
"54";"2";2020-04-19;273;27;273;90
"55";"0";2020-04-19;231;18;231;68
"55";"1";2020-04-19;119;16;119;38
"55";"2";2020-04-19;112;2;112;30
"56";"0";2020-04-19;234;25;234;73
"56";"1";2020-04-19;128;21;128;46
"56";"2";2020-04-19;106;4;106;27
"57";"0";2020-04-19;1136;148;1136;569
"57";"1";2020-04-19;579;102;579;324
"57";"2";2020-04-19;552;46;552;241
"58";"0";2020-04-19;28;11;28;15
"58";"1";2020-04-19;9;7;9;9
"58";"2";2020-04-19;19;4;19;6
"59";"0";2020-04-19;973;231;973;361
"59";"1";2020-04-19;514;168;514;192
"59";"2";2020-04-19;454;62;454;165
"60";"0";2020-04-19;557;64;557;265
"60";"1";2020-04-19;298;48;298;155
"60";"2";2020-04-19;254;16;254;109
"61";"0";2020-04-19;127;13;127;24
"61";"1";2020-04-19;46;11;46;16
"61";"2";2020-04-19;81;2;81;8
"62";"0";2020-04-19;538;82;538;151
"62";"1";2020-04-19;270;62;270;90
"62";"2";2020-04-19;263;19;263;61
"63";"0";2020-04-19;97;22;97;25
"63";"1";2020-04-19;52;16;52;14
"63";"2";2020-04-19;45;6;45;11
"64";"0";2020-04-19;125;13;125;20
"64";"1";2020-04-19;67;10;67;14
"64";"2";2020-04-19;58;3;58;6
"65";"0";2020-04-19;69;4;69;14
"65";"1";2020-04-19;38;3;38;5
"65";"2";2020-04-19;30;1;30;9
"66";"0";2020-04-19;236;15;236;24
"66";"1";2020-04-19;96;12;96;11
"66";"2";2020-04-19;140;3;140;13
"67";"0";2020-04-19;1325;205;1325;429
"67";"1";2020-04-19;737;140;737;249
"67";"2";2020-04-19;582;65;582;177
"68";"0";2020-04-19;1556;119;1556;634
"68";"1";2020-04-19;836;79;836;387
"68";"2";2020-04-19;719;40;719;242
"69";"0";2020-04-19;1368;227;1368;398
"69";"1";2020-04-19;674;173;674;217
"69";"2";2020-04-19;661;54;661;171
"70";"0";2020-04-19;130;17;130;58
"70";"1";2020-04-19;70;11;70;36
"70";"2";2020-04-19;59;6;59;22
"71";"0";2020-04-19;324;30;324;120
"71";"1";2020-04-19;149;26;149;62
"71";"2";2020-04-19;173;4;173;58
"72";"0";2020-04-19;181;14;181;38
"72";"1";2020-04-19;95;9;95;21
"72";"2";2020-04-19;86;5;86;17
"73";"0";2020-04-19;258;17;258;32
"73";"1";2020-04-19;123;13;123;22
"73";"2";2020-04-19;134;4;134;10
"74";"0";2020-04-19;495;54;495;110
"74";"1";2020-04-19;279;44;279;66
"74";"2";2020-04-19;209;9;209;44
"75";"0";2020-04-19;3018;661;3018;1193
"75";"1";2020-04-19;1791;487;1791;760
"75";"2";2020-04-19;1201;171;1201;423
"76";"0";2020-04-19;407;78;407;120
"76";"1";2020-04-19;193;54;193;79
"76";"2";2020-04-19;211;23;211;39
"77";"0";2020-04-19;1273;170;1273;362
"77";"1";2020-04-19;737;120;737;214
"77";"2";2020-04-19;522;49;522;148
"78";"0";2020-04-19;1113;139;1113;334
"78";"1";2020-04-19;632;104;632;200
"78";"2";2020-04-19;476;33;476;131
"79";"0";2020-04-19;30;5;30;13
"79";"1";2020-04-19;12;2;12;8
"79";"2";2020-04-19;18;3;18;5
"80";"0";2020-04-19;365;54;365;148
"80";"1";2020-04-19;189;41;189;92
"80";"2";2020-04-19;169;13;169;55
"81";"0";2020-04-19;58;15;58;15
"81";"1";2020-04-19;31;11;31;7
"81";"2";2020-04-19;27;4;27;8
"82";"0";2020-04-19;26;9;26;3
"82";"1";2020-04-19;15;7;15;3
"82";"2";2020-04-19;11;2;11;0
"83";"0";2020-04-19;456;46;456;84
"83";"1";2020-04-19;251;33;251;46
"83";"2";2020-04-19;204;13;204;37
"84";"0";2020-04-19;141;17;141;25
"84";"1";2020-04-19;71;13;71;15
"84";"2";2020-04-19;70;4;70;10
"85";"0";2020-04-19;105;14;105;24
"85";"1";2020-04-19;60;9;60;17
"85";"2";2020-04-19;45;5;45;7
"86";"0";2020-04-19;71;18;71;25
"86";"1";2020-04-19;34;13;34;12
"86";"2";2020-04-19;37;4;37;12
"87";"0";2020-04-19;70;11;70;17
"87";"1";2020-04-19;33;7;33;8
"87";"2";2020-04-19;36;4;36;9
"88";"0";2020-04-19;331;25;331;203
"88";"1";2020-04-19;176;16;176;119
"88";"2";2020-04-19;153;9;153;84
"89";"0";2020-04-19;114;19;114;38
"89";"1";2020-04-19;62;18;62;23
"89";"2";2020-04-19;51;1;51;15
"90";"0";2020-04-19;308;29;308;130
"90";"1";2020-04-19;183;24;183;78
"90";"2";2020-04-19;125;5;125;52
"91";"0";2020-04-19;828;181;828;312
"91";"1";2020-04-19;501;122;501;187
"91";"2";2020-04-19;322;54;322;123
"92";"0";2020-04-19;2024;391;2024;668
"92";"1";2020-04-19;1168;297;1168;387
"92";"2";2020-04-19;844;91;844;277
"93";"0";2020-04-19;1584;223;1584;692
"93";"1";2020-04-19;949;159;949;431
"93";"2";2020-04-19;621;58;621;255
"94";"0";2020-04-19;1564;333;1564;732
"94";"1";2020-04-19;884;240;884;413
"94";"2";2020-04-19;662;92;662;303
"95";"0";2020-04-19;1362;156;1362;463
"95";"1";2020-04-19;794;111;794;297
"95";"2";2020-04-19;562;44;562;164
"971";"0";2020-04-19;61;17;61;11
"971";"1";2020-04-19;28;12;28;5
"971";"2";2020-04-19;33;5;33;6
"972";"0";2020-04-19;60;13;60;7
"972";"1";2020-04-19;31;11;31;5
"972";"2";2020-04-19;29;2;29;2
"973";"0";2020-04-19;28;2;28;0
"973";"1";2020-04-19;14;1;14;0
"973";"2";2020-04-19;14;1;14;0
"974";"0";2020-04-19;90;2;90;0
"974";"1";2020-04-19;41;2;41;0
"974";"2";2020-04-19;49;0;49;0
"976";"0";2020-04-19;44;4;44;5
"976";"1";2020-04-19;25;4;25;5
"976";"2";2020-04-19;18;0;18;0
"01";"0";2020-04-20;186;22;186;62
"01";"1";2020-04-20;106;17;106;36
"01";"2";2020-04-20;74;4;74;25
"02";"0";2020-04-20;425;47;425;175
"02";"1";2020-04-20;175;30;175;104
"02";"2";2020-04-20;248;17;248;69
"03";"0";2020-04-20;90;18;90;22
"03";"1";2020-04-20;40;13;40;11
"03";"2";2020-04-20;49;5;49;11
"04";"0";2020-04-20;80;2;80;6
"04";"1";2020-04-20;34;0;34;5
"04";"2";2020-04-20;45;2;45;1
"05";"0";2020-04-20;85;10;85;6
"05";"1";2020-04-20;50;6;50;2
"05";"2";2020-04-20;35;4;35;4
"06";"0";2020-04-20;342;50;342;107
"06";"1";2020-04-20;164;30;164;57
"06";"2";2020-04-20;169;15;169;48
"07";"0";2020-04-20;232;23;232;51
"07";"1";2020-04-20;94;21;94;32
"07";"2";2020-04-20;115;0;115;14
"08";"0";2020-04-20;95;16;95;40
"08";"1";2020-04-20;49;10;49;18
"08";"2";2020-04-20;45;6;45;22
"09";"0";2020-04-20;21;1;21;2
"09";"1";2020-04-20;12;1;12;1
"09";"2";2020-04-20;7;0;7;1
"10";"0";2020-04-20;263;27;263;82
"10";"1";2020-04-20;146;20;146;52
"10";"2";2020-04-20;116;7;116;29
"11";"0";2020-04-20;127;8;127;43
"11";"1";2020-04-20;70;7;70;31
"11";"2";2020-04-20;57;1;57;12
"12";"0";2020-04-20;72;4;72;19
"12";"1";2020-04-20;37;3;37;10
"12";"2";2020-04-20;35;1;35;9
"13";"0";2020-04-20;1726;228;1726;269
"13";"1";2020-04-20;862;160;862;142
"13";"2";2020-04-20;829;65;829;124
"14";"0";2020-04-20;134;35;134;51
"14";"1";2020-04-20;79;26;79;36
"14";"2";2020-04-20;55;9;55;15
"15";"0";2020-04-20;20;7;20;0
"15";"1";2020-04-20;12;6;12;0
"15";"2";2020-04-20;8;1;8;0
"16";"0";2020-04-20;34;3;34;10
"16";"1";2020-04-20;20;2;20;7
"16";"2";2020-04-20;14;0;14;3
"17";"0";2020-04-20;72;19;72;32
"17";"1";2020-04-20;40;17;40;21
"17";"2";2020-04-20;32;2;32;11
"18";"0";2020-04-20;49;4;49;43
"18";"1";2020-04-20;26;4;26;24
"18";"2";2020-04-20;23;0;23;18
"19";"0";2020-04-20;50;13;50;21
"19";"1";2020-04-20;27;9;27;19
"19";"2";2020-04-20;23;3;23;2
"21";"0";2020-04-20;505;65;505;171
"21";"1";2020-04-20;230;38;230;104
"21";"2";2020-04-20;272;27;272;67
"22";"0";2020-04-20;94;7;94;24
"22";"1";2020-04-20;49;5;49;15
"22";"2";2020-04-20;45;2;45;9
"23";"0";2020-04-20;12;11;12;5
"23";"1";2020-04-20;7;7;7;3
"23";"2";2020-04-20;5;4;5;2
"24";"0";2020-04-20;40;6;40;6
"24";"1";2020-04-20;23;3;23;2
"24";"2";2020-04-20;17;3;17;4
"25";"0";2020-04-20;340;53;340;95
"25";"1";2020-04-20;176;39;176;57
"25";"2";2020-04-20;162;12;162;37
"26";"0";2020-04-20;289;47;289;105
"26";"1";2020-04-20;157;32;157;62
"26";"2";2020-04-20;132;13;132;43
"27";"0";2020-04-20;75;5;75;56
"27";"1";2020-04-20;37;5;37;30
"27";"2";2020-04-20;37;0;37;26
"28";"0";2020-04-20;245;24;245;66
"28";"1";2020-04-20;124;18;124;35
"28";"2";2020-04-20;109;5;109;30
"29";"0";2020-04-20;108;25;108;31
"29";"1";2020-04-20;62;18;62;19
"29";"2";2020-04-20;45;7;45;11
"2A";"0";2020-04-20;70;11;70;41
"2A";"1";2020-04-20;31;8;31;26
"2A";"2";2020-04-20;39;3;39;15
"2B";"0";2020-04-20;82;2;82;6
"2B";"1";2020-04-20;43;1;43;4
"2B";"2";2020-04-20;39;1;39;2
"30";"0";2020-04-20;142;38;142;34
"30";"1";2020-04-20;80;26;80;19
"30";"2";2020-04-20;62;12;62;15
"31";"0";2020-04-20;357;87;357;37
"31";"1";2020-04-20;188;73;188;25
"31";"2";2020-04-20;167;13;167;12
"32";"0";2020-04-20;24;5;24;11
"32";"1";2020-04-20;16;4;16;7
"32";"2";2020-04-20;8;1;8;4
"33";"0";2020-04-20;502;84;502;92
"33";"1";2020-04-20;253;61;253;44
"33";"2";2020-04-20;248;23;248;48
"34";"0";2020-04-20;474;46;474;94
"34";"1";2020-04-20;233;31;233;56
"34";"2";2020-04-20;236;14;236;38
"35";"0";2020-04-20;212;26;212;60
"35";"1";2020-04-20;123;19;123;31
"35";"2";2020-04-20;87;5;87;29
"36";"0";2020-04-20;39;9;39;46
"36";"1";2020-04-20;17;4;17;29
"36";"2";2020-04-20;22;5;22;17
"37";"0";2020-04-20;162;42;162;51
"37";"1";2020-04-20;85;33;85;34
"37";"2";2020-04-20;76;8;76;17
"38";"0";2020-04-20;308;36;308;74
"38";"1";2020-04-20;152;22;152;44
"38";"2";2020-04-20;154;14;154;30
"39";"0";2020-04-20;98;12;98;37
"39";"1";2020-04-20;47;8;47;18
"39";"2";2020-04-20;51;3;51;19
"40";"0";2020-04-20;38;6;38;10
"40";"1";2020-04-20;21;3;21;6
"40";"2";2020-04-20;17;3;17;4
"41";"0";2020-04-20;85;19;85;35
"41";"1";2020-04-20;46;13;46;24
"41";"2";2020-04-20;39;6;39;11
"42";"0";2020-04-20;457;99;457;145
"42";"1";2020-04-20;241;79;241;99
"42";"2";2020-04-20;210;18;210;46
"43";"0";2020-04-20;62;3;62;6
"43";"1";2020-04-20;23;3;23;4
"43";"2";2020-04-20;39;0;39;2
"44";"0";2020-04-20;299;44;299;98
"44";"1";2020-04-20;167;36;167;55
"44";"2";2020-04-20;131;8;131;42
"45";"0";2020-04-20;316;73;316;57
"45";"1";2020-04-20;162;57;162;35
"45";"2";2020-04-20;154;16;154;22
"46";"0";2020-04-20;105;8;105;11
"46";"1";2020-04-20;37;4;37;4
"46";"2";2020-04-20;68;4;68;7
"47";"0";2020-04-20;33;4;33;5
"47";"1";2020-04-20;17;4;17;5
"47";"2";2020-04-20;15;0;15;0
"48";"0";2020-04-20;12;1;12;0
"48";"1";2020-04-20;8;1;8;0
"48";"2";2020-04-20;4;0;4;0
"49";"0";2020-04-20;313;41;313;76
"49";"1";2020-04-20;148;30;148;43
"49";"2";2020-04-20;164;11;164;33
"50";"0";2020-04-20;70;18;70;32
"50";"1";2020-04-20;36;15;36;16
"50";"2";2020-04-20;32;3;32;16
"51";"0";2020-04-20;565;49;565;183
"51";"1";2020-04-20;259;38;259;110
